reporting_entity,facility_name,type,state,electricity_production_gj,electricity_production_mwh,total_scope_1_emissions_t_co2_e,total_scope_2_emissions_t_co2_e,total_emissions_t_co2_e,emission_intensity_t_co2_e_mwh,grid_connected,grid,primary_fuel,important_notes,reporting_period,reporting_year_start,reporting_year_end,abs_reference_year,source_file,facility_name_key,facility_name_canonical,facility_name_core,reporting_entity_key,primary_fuel_family,nger_row_id,candidate_power_station_name,candidate_accreditation_code,candidate_installed_capacity_mw,candidate_postcode,candidate_fuel_source,candidate_accreditation_start_date,candidate_accreditation_start_year,candidate_suspension_status,candidate_baseline_mwh,candidate_fuel_family,facility_match_method,facility_match_status,matched_power_station_name,matched_accreditation_code,matched_installed_capacity_mw,matched_postcode,matched_fuel_source,matched_accreditation_start_date,matched_accreditation_start_year,matched_suspension_status,matched_baseline_mwh,matched_fuel_family,facility_match_found,matched_is_renewable_power_station,business_entries_count,business_exits_count,employee_income_earners_count,mean_employee_income_aud,median_employee_income_aud,total_businesses_count,total_employee_income_million_aud,utilities_businesses_count
ERM POWER LIMITED,Oakey Power Station,F,QLD,1873005.0,520279.0,331427.0,2012.0,333439.0,0.64,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,oakey power station,oakey power station,oakey,erm power limited,gas,494,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
FPC 30 LIMITED,FPC Green Energy,F,QLD,284724.0,79090.0,3854.0,1960.0,5814.0,0.05,On,NEM,Biofuel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,fpc green energy,fpc green energy,fpc green,fpc 30 limited,other,498,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,23993.0,6665.0,364.0,0.0,364.0,0.05,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,birkdale renewable energy facility,birkdale renewable energy facility,birkdale facility,lms energy pty ltd,bioenergy,564,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,27367.0,7602.0,445.0,0.0,445.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ipswich renewable energy facility,ipswich renewable energy facility,ipswich facility,lms energy pty ltd,bioenergy,568,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,123969.0,34436.0,1768.0,0.0,1768.0,0.05,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,rochedale renewable energy facility,rochedale renewable energy facility,rochedale facility,lms energy pty ltd,bioenergy,572,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,51102.0,14195.0,841.0,0.0,841.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,stapylton renewable energy facility,stapylton renewable energy facility,stapylton facility,lms energy pty ltd,bioenergy,575,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Suntown Renewable Energy Facility,F,QLD,99.0,28.0,2.0,0.0,2.0,0.07,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,suntown renewable energy facility,suntown renewable energy facility,suntown facility,lms energy pty ltd,bioenergy,576,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,40332.0,11203.0,627.0,0.0,627.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,swanbank renewable energy facility,swanbank renewable energy facility,swanbank facility,lms energy pty ltd,bioenergy,577,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
NRG VICTORIA 1 PTY LTD,Gladstone Power Station,F,QLD,24841222.0,6900339.0,6583245.0,52076.0,6635321.0,0.95,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,gladstone power station,gladstone power station,gladstone,nrg victoria 1 pty ltd,coal,595,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Darling Downs Power Station,F,QLD,13228362.0,3674545.0,1561214.0,5208.0,1566422.0,0.42,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,darling downs power station,darling downs power station,darling downs,origin energy limited,gas,605,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Mt Stuart Power Station,F,QLD,197763.0,54934.0,54200.0,4025.0,58225.0,0.99,On,NEM,Kerosene,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mount stuart power station,mount stuart power station,mount stuart,origin energy limited,liquid_fuel,615,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Roma Power Station,F,QLD,393277.0,109244.0,71762.0,650.0,72412.0,0.66,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,roma power station,roma power station,roma,origin energy limited,gas,617,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),F,QLD,23953296.0,6653693.0,5461349.0,3927.0,5465276.0,0.82,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,millmerran power station facility,millmerran power station facility,millmerran facility,ozgen holdings australia pty ltd,coal,622,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,F,QLD,629309.0,174808.0,75650.0,2469.0,78119.0,0.43,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,townsville power station,townsville power station,townsville,ratch - australia corporation limited,gas,693,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,F,QLD,98228.0,27286.0,19.0,16.0,35.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,windy hill wind farm,windy hill wind farm,windy hill,ratch - australia corporation limited,wind,694,Windy Hill,WD00QL01,12.0,4888.0,Wind,2001-04-01,2001.0,Unsuspended,0.0,wind,core_name_state_fuel,matched,Windy Hill,WD00QL01,12.0,4888.0,Wind,2001-04-01 00:00:00,2001.0,Unsuspended,0.0,wind,True,True,,,,,,,,
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,384782.0,106884.0,207.0,779.0,986.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,barron gorge power station,barron gorge power station,barron gorge,stanwell corporation limited,hydro,715,Barron Gorge,HY00QL02,66.0,4881.0,Hydro,2001-04-01,2001.0,Unsuspended,202914.0,hydro,core_name_state_fuel,matched,Barron Gorge,HY00QL02,66.0,4881.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,202914.0,hydro,True,True,,,,,,,,
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,1062265.0,295074.0,21.0,3212.0,3233.0,0.0,On,NEM,Hydro,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,kareeya power station,kareeya power station,kareeya,stanwell corporation limited,hydro,716,Kareeya,HY00QL01,86.4,4854.0,Hydro,2001-04-01,2001.0,Unsuspended,417233.0,hydro,core_name_state_fuel,matched,Kareeya,HY00QL01,86.4,4854.0,Hydro,2001-04-01 00:00:00,2001.0,Unsuspended,417233.0,hydro,True,True,,,,,,,,
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,1160.0,322.0,390.0,1.0,391.0,1.21,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mackay gas turbine,mackay gas turbine,mackay gas turbine,stanwell corporation limited,liquid_fuel,717,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,710016.0,197227.0,98861.0,0.0,98861.0,0.5,On,Mt Isa,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mica creek power station,mica creek power station,mica creek,stanwell corporation limited,gas,718,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,32721704.0,9089362.0,7687987.0,8378.0,7696365.0,0.85,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,stanwell power station,stanwell power station,stanwell,stanwell corporation limited,coal,719,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,37432441.0,10397900.0,9060958.0,33457.0,9094415.0,0.87,On,NEM,Black Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tarong power stations,tarong power stations,tarong stations,stanwell corporation limited,coal,720,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Coopers Cogeneration,F,SA,91410.0,25392.0,18881.0,77.0,18958.0,0.74,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,coopers cogeneration,coopers cogeneration,coopers cogeneration,agl energy limited,gas,341,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1160705.0,322418.0,81.0,196.0,277.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 1 wind farm,hallett stage 1 wind farm,hallett stage 1,agl energy limited,wind,347,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,896973.0,249159.0,69.0,155.0,224.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 2 wind farm,hallett stage 2 wind farm,hallett stage 2,agl energy limited,wind,348,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1646119.0,457255.0,104.0,415.0,519.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 4 wind farm,hallett stage 4 wind farm,hallett stage 4,agl energy limited,wind,349,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,540044.0,150012.0,81.0,194.0,275.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett stage 5 wind farm,hallett stage 5 wind farm,hallett stage 5,agl energy limited,wind,350,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,9462551.0,2628486.0,1514334.0,13412.0,1527746.0,0.58,On,NEM,Gas/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,torrens island power station,torrens island power station,torrens island,agl energy limited,gas,366,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,963022.0,267506.0,45.0,195.0,240.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wattle point wind farm,wattle point wind farm,wattle point,agl energy limited,wind,367,Wattle Point Wind farm,WD00SA04,90.75,5583.0,Wind,2005-03-13,2005.0,Unsuspended,0.0,wind,exact_name_state,matched,Wattle Point Wind farm,WD00SA04,90.75,5583.0,Wind,2005-03-13 00:00:00,2005.0,Unsuspended,0.0,wind,True,True,,,,,,,,
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3443.0,956.0,617.0,0.0,617.0,0.65,Off,Off-grid,Solar,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wilpena pound solar generation,wilpena pound solar generation,wilpena pound generation,agl energy limited,solar,370,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ALINTA ENERGY FINANCE PTY LTD,Augusta Power Stations,F,SA,9364212.0,2601170.0,2630792.0,8952.0,2639744.0,1.01,On,NEM,Brown Coal,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,augusta power stations,augusta power stations,augusta stations,alinta energy finance pty ltd,coal,376,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,4262553.0,1184043.0,492160.0,784.0,492944.0,0.42,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,osborne facility,osborne facility,osborne facility,atco australia pty ltd,gas,384,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
CANUNDA POWER PTY LTD,Canunda Wind Farm,F,SA,426416.0,118449.0,15.0,117.0,132.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,canunda wind farm,canunda wind farm,canunda,canunda power pty ltd,wind,396,Canunda Wind Farm,WD00SA03,46.0,5280.0,Wind,2004-11-03,2004.0,Unsuspended,0.0,wind,exact_name_state,matched,Canunda Wind Farm,WD00SA03,46.0,5280.0,Wind,2004-11-03 00:00:00,2004.0,Unsuspended,0.0,wind,True,True,,,,,,,,
DUET COMPANY LIMITED,Coober Pedy Remote Power Station,F,SA,44801.0,12445.0,8455.0,0.0,8455.0,0.68,Off,Off-grid,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,coober pedy remote power station,coober pedy remote power station,coober pedy remote,duet company limited,liquid_fuel,448,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
DUET COMPANY LIMITED,Highbury LFG Power Station,F,SA,4330.0,1203.0,80.0,16.0,96.0,0.08,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,highbury lfg power station,highbury lfg power station,highbury lfg,duet company limited,bioenergy,459,Highbury LFG Power Plant,BEBGSA03,1.0,5089.0,Biomass,2001-04-01,2001.0,Suspended,0.0,bioenergy,core_name_state_fuel,matched,Highbury LFG Power Plant,BEBGSA03,1.0,5089.0,Biomass,2001-04-01 00:00:00,2001.0,Suspended,0.0,bioenergy,True,True,,,,,,,,
DUET COMPANY LIMITED,Pedler Creek LFG Power Station,F,SA,57633.0,16009.0,1013.0,1.0,1014.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,pedler creek lfg power station,pedler creek lfg power station,pedler creek lfg,duet company limited,bioenergy,473,Pedler Creek LFG Power Plant,BEBGSA01,3.0,5171.0,Biomass,2001-04-01,2001.0,Suspended,0.0,bioenergy,core_name_state_fuel,matched,Pedler Creek LFG Power Plant,BEBGSA01,3.0,5171.0,Biomass,2001-04-01 00:00:00,2001.0,Suspended,0.0,bioenergy,True,True,,,,,,,,
DUET COMPANY LIMITED,Tea Tree Gully LFG Power Station,F,SA,4164.0,1157.0,77.0,18.0,95.0,0.08,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,tea tree gully lfg power station,tea tree gully lfg power station,tea tree gully lfg,duet company limited,bioenergy,480,Tea Tree Gully LFG Power Plant,BEBGSA02,1.0,5097.0,Biomass,2001-04-01,2001.0,Suspended,0.0,bioenergy,core_name_state_fuel,matched,Tea Tree Gully LFG Power Plant,BEBGSA02,1.0,5097.0,Biomass,2001-04-01 00:00:00,2001.0,Suspended,0.0,bioenergy,True,True,,,,,,,,
DUET COMPANY LIMITED,Wingfield 1 LFG Power Station,F,SA,53049.0,14736.0,933.0,1.0,934.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wingfield 1 lfg power station,wingfield 1 lfg power station,wingfield 1 lfg,duet company limited,bioenergy,484,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
DUET COMPANY LIMITED,Wingfield 2 LFG Power Station,F,SA,59208.0,16447.0,1041.0,1.0,1042.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,wingfield 2 lfg power station,wingfield 2 lfg power station,wingfield 2 lfg,duet company limited,bioenergy,485,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,616428.0,171230.0,47.0,129.0,176.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,cathedral rocks wind farm,cathedral rocks wind farm,cathedral rocks,energyaustralia holdings limited,wind,487,Cathedral Rocks Wind Farm,WD00SA05,66.0,5606.0,Wind,2005-04-29,2005.0,Unsuspended,0.0,wind,exact_name_state,matched,Cathedral Rocks Wind Farm,WD00SA05,66.0,5606.0,Wind,2005-04-29 00:00:00,2005.0,Unsuspended,0.0,wind,True,True,,,,,,,,
ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,119986.0,33329.0,34161.0,2265.0,36426.0,1.02,On,NEM,Gas/Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,hallett power station,hallett power station,hallett,energyaustralia holdings limited,gas,488,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,1103990.0,306664.0,72.0,210.0,282.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,waterloo wind farm,waterloo wind farm,waterloo,energyaustralia holdings limited,wind,491,Waterloo Wind Farm - SA,WD00SA13,130.8,5413.0,Wind,2010-08-20,2010.0,Unsuspended,0.0,wind,canonical_name_state,matched,Waterloo Wind Farm - SA,WD00SA13,130.8,5413.0,Wind,2010-08-20 00:00:00,2010.0,Unsuspended,0.0,wind,True,True,,,,,,,,
IFM RENEWABLE ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,631683.0,175468.0,13.0,181.0,194.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,clements gap wind farm,clements gap wind farm,clements gap,ifm renewable energy pty ltd,wind,543,Clements Gap Wind Farm - SA,WD00SA11,56.7,5523.0,Wind,2009-08-14,2009.0,Unsuspended,0.0,wind,canonical_name_state,matched,Clements Gap Wind Farm - SA,WD00SA11,56.7,5523.0,Wind,2009-08-14 00:00:00,2009.0,Unsuspended,0.0,wind,True,True,,,,,,,,
INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,2394147.0,665041.0,63.0,803.0,866.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lake bonney stage 1 2 and 3 wind farm,lake bonney stage 1 2 and 3 wind farm,lake bonney stage 1 2 and 3,infigen energy limited,wind,555,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,F,SA,658516.0,182921.0,0.0,0.0,0.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mount millar wind farm pty ltd,mount millar wind farm,mount millar,meridian energy australia pty ltd,wind,583,Mt Millar Wind Farm,WD00SA06,70.0,5602.0,Wind,2005-12-01,2005.0,Unsuspended,0.0,wind,canonical_name_state,matched,Mt Millar Wind Farm,WD00SA06,70.0,5602.0,Wind,2005-12-01 00:00:00,2005.0,Unsuspended,0.0,wind,True,True,,,,,,,,
ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,F,SA,735807.0,204391.0,106412.0,465.0,106877.0,0.52,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,ladbroke grove power station,ladbroke grove power station,ladbroke grove,origin energy limited,gas,611,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
ORIGIN ENERGY LIMITED,Quarantine Power Station,F,SA,486565.0,135157.0,86853.0,1758.0,88611.0,0.64,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,quarantine power station,quarantine power station,quarantine,origin energy limited,gas,616,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
PELICAN POINT POWER LIMITED,Pelican Point Power Station,F,SA,1095846.0,304402.0,123223.0,2713.0,125936.0,0.4,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,pelican point power station,pelican point power station,pelican point,pelican point power limited,gas,623,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
RATCH - AUSTRALIA CORPORATION LIMITED,Starfish Hill Wind Farm,F,SA,326439.0,90678.0,55.0,59.0,114.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,starfish hill wind farm,starfish hill wind farm,starfish hill,ratch - australia corporation limited,wind,691,Starfish Hill Wind Farm,WD00SA01,33.0,5162.0,Wind,2003-01-03,2003.0,Unsuspended,0.0,wind,exact_name_state,matched,Starfish Hill Wind Farm,WD00SA01,33.0,5162.0,Wind,2003-01-03 00:00:00,2003.0,Unsuspended,0.0,wind,True,True,,,,,,,,
SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,F,SA,1595739.0,443261.0,104.0,505.0,609.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,snowtown south wind farm,snowtown south wind farm,snowtown south,snowtown south wind farm pty. ltd.,wind,705,Snowtown South Wind Farm - SA,WD00SA17,126.0,5520.0,Wind,2013-10-02,2013.0,Unsuspended,0.0,wind,canonical_name_state,matched,Snowtown South Wind Farm - SA,WD00SA17,126.0,5520.0,Wind,2013-10-02 00:00:00,2013.0,Unsuspended,0.0,wind,True,True,,,,,,,,
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,1254374.0,348437.0,0.0,238.0,238.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,snowtown wind farm,snowtown wind farm,snowtown,snowtown wind farm pty ltd,wind,706,Snowtown Wind Farm - SA,WD00SA09,100.8,5520.0,Wind,2007-12-24,2007.0,Unsuspended,0.0,wind,canonical_name_state,matched,Snowtown Wind Farm - SA,WD00SA09,100.8,5520.0,Wind,2007-12-24 00:00:00,2007.0,Unsuspended,0.0,wind,True,True,,,,,,,,
SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,F,SA,1608296.0,446749.0,119.0,600.0,719.0,0.0,On,NEM,Wind,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,snowtown wind farm stage 2,snowtown wind farm stage 2,snowtown stage 2,snowtown wind farm stage 2 pty. ltd.,wind,707,Snowtown Wind Farm Stage 2 - SA,WD00SA16,144.0,5520.0,Wind,2013-10-01,2013.0,Unsuspended,0.0,wind,canonical_name_state,matched,Snowtown Wind Farm Stage 2 - SA,WD00SA16,144.0,5520.0,Wind,2013-10-01 00:00:00,2013.0,Unsuspended,0.0,wind,True,True,,,,,,,,
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,19083.0,5301.0,3518.0,371.0,3889.0,0.66,On,NEM,Liquid Fuel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,angaston power station,angaston power station,angaston,snowy hydro limited,other,708,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,39016.0,10838.0,5911.0,268.0,6179.0,0.55,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,lonsdale port stanvac power station,lonsdale port stanvac power station,lonsdale port stanvac,snowy hydro limited,liquid_fuel,711,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,F,SA,22309.0,6197.0,7402.0,476.0,7878.0,1.19,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,dry creek power station,dry creek power station,dry creek,synergen power pty limited,gas,722,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SYNERGEN POWER PTY LIMITED,Mintaro Power Station,F,SA,46992.0,13053.0,11027.0,140.0,11167.0,0.84,On,NEM,Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,mintaro power station,mintaro power station,mintaro,synergen power pty limited,gas,723,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,F,SA,1769.0,491.0,805.0,242.0,1047.0,1.64,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,port lincoln power station,port lincoln power station,port lincoln,synergen power pty limited,liquid_fuel,724,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
SYNERGEN POWER PTY LIMITED,Snuggery Power Station,F,SA,3549.0,986.0,1125.0,560.0,1685.0,1.14,On,NEM,Diesel,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,snuggery power station,snuggery power station,snuggery,synergen power pty limited,liquid_fuel,725,,,,,,,,,,,outside_cer_scope_nonrenewable,outside_cer_scope_nonrenewable,,,,,,,,,,,False,False,,,,,,,,
AGL ENERGY LIMITED,Glenorchy Landfill Generation,F,TAS,39788.0,11052.0,638.0,2.0,640.0,0.06,On,NEM,Landfill Gas,,2015-16,2015,2016,2016,nger_electricity_2015-16.csv,glenorchy landfill generation,glenorchy landfill generation,glenorchy landfill generation,agl energy limited,bioenergy,346,,,,,,,,,,,unmatched,unmatched_eligible,,,,,,,,,,,False,False,,,,,,,,
