accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPXVCP3,Somerville Gardens Care Community - Solar w SGU - VIC,VIC,0.2403,3912,Solar,2024-12-16,Unsuspended,0,,2024,somerville gardens care community solar w sgu vic,somerville gardens care community,somerville gardens care community,solar,cer_historical_accredited_power_stations.csv
SRPXVC86,South Gippsland Water - Lance Creek Plant - Solar - VIC,VIC,0.6796,3979,Solar,2022-06-20,Unsuspended,0,,2022,south gippsland water lance creek plant solar vic,south gippsland water lance creek plant,south gippsland water lance creek,solar,cer_historical_accredited_power_stations.csv
SRPXVC90,South Gippsland Water - Leongatha WWTP - Solar w SGU - VIC,VIC,0.211,3953,Solar,2022-07-04,Unsuspended,0,,2022,south gippsland water leongatha wwtp solar w sgu vic,south gippsland water leongatha wwtp,south gippsland water leongatha wwtp,solar,cer_historical_accredited_power_stations.csv
SRPVVCU6,South Melbourne Market w SGU - Solar - VIC,VIC,0.2341,3205,Solar,2020-10-30,Unsuspended,0,,2020,south melbourne market w sgu solar vic,south melbourne market w sgu,south melbourne market w sgu,solar,cer_historical_accredited_power_stations.csv
SRPXVC80,South West Healthcare-Solar-Vic,VIC,0.2483,3280,Solar,2022-02-01,Unsuspended,0,,2022,south west healthcare solar vic,south west healthcare solar,south west healthcare,solar,cer_historical_accredited_power_stations.csv
SRPVVCH9,Southern Colour Keysborough Solar - VIC,VIC,0.36,3173,Solar,2019-03-08,Unsuspended,0,,2019,southern colour keysborough solar vic,southern colour keysborough solar,southern colour keysborough,solar,cer_historical_accredited_power_stations.csv
SRPVVCR4,Southern Cross Ceramics - Solar - VIC,VIC,0.2508,3170,Solar,2020-03-11,Unsuspended,0,,2020,southern cross ceramics solar vic,southern cross ceramics,southern cross ceramics,solar,cer_historical_accredited_power_stations.csv
SRPXVCP4,Southern Steel-Dandenong South - Solar - VIC,VIC,0.2298,3175,Solar,2024-12-19,Unsuspended,0,,2024,southern steel dandenong south solar vic,southern steel dandenong south,southern steel dandenong south,solar,cer_historical_accredited_power_stations.csv
SRPVVCG0,Specialised Breeders Australia Pty Ltd - Solar - VIC,VIC,0.2973,3561,Solar,2018-11-28,Unsuspended,0,,2018,specialised breeders australia pty ltd solar vic,specialised breeders australia,specialised breeders australia,solar,cer_historical_accredited_power_stations.csv
SRPVVCC9,Spence Doors - Solar - VIC,VIC,0.2519,3192,Solar,2018-08-16,Unsuspended,0,,2018,spence doors solar vic,spence doors,spence doors,solar,cer_historical_accredited_power_stations.csv
SRPXVC91,Splash Aqua Park - Solar - VIC,VIC,0.1992,3064,Solar,2022-07-11,Unsuspended,0,,2022,splash aqua park solar vic,splash aqua park,splash aqua park,solar,cer_historical_accredited_power_stations.csv
SRPVVC17,Springvale Botanical Cemetery Solar - VIC,VIC,0.1336,3171,Solar,2014-10-14,Suspended,0,,2014,springvale botanical cemetery solar vic,springvale botanical cemetery solar,springvale botanical cemetery,solar,cer_historical_accredited_power_stations.csv
HYMCVC11,St Albans Mini-Hydro - VIC,VIC,0.4,3021,Hydro,2023-05-29,Unsuspended,0,,2023,st albans mini hydro vic,st albans mini hydro,st albans mini,hydro,cer_historical_accredited_power_stations.csv
SRPVVCY0,St John's Regional College Dandenong - Solar - VIC,VIC,0.3072,3175,Solar,2020-09-10,Unsuspended,0,,2020,st john s regional college dandenong solar vic,st john s regional college dandenong,st john s regional college dandenong,solar,cer_historical_accredited_power_stations.csv
SRPVVCE1,St Kilda Town Hall - Solar - VIC,VIC,0.172,3182,Solar,2018-10-01,Unsuspended,0,,2018,st kilda town hall solar vic,st kilda town hall,st kilda town hall,solar,cer_historical_accredited_power_stations.csv
SRPVVCG3,St Laurence Community Services Nursing Home - Solar - VIC,VIC,0.1607,3212,Solar,2019-01-09,Unsuspended,0,,2019,st laurence community services nursing home solar vic,st laurence community services nursing home,st laurence community services nursing home,solar,cer_historical_accredited_power_stations.csv
SRPVVC79,St Paul's Warragul Solar - VIC,VIC,0.0547,3820,Solar,2018-03-13,Unsuspended,0,,2018,st paul s warragul solar vic,st paul s warragul solar,st paul s warragul,solar,cer_historical_accredited_power_stations.csv
SRPVVCT3,St Vincent's Werribee 0.5 MW Solar VIC,VIC,0.4772,3030,Solar,2020-05-19,Unsuspended,0,,2020,st vincent s werribee 0 5 mw solar vic,st vincent s werribee 0 5 mw solar,st vincent s werribee 0 5 mw,solar,cer_historical_accredited_power_stations.csv
SRPVVCD2,Staetite - Solar - VIC,VIC,0.1749,3081,Solar,2018-08-14,Unsuspended,0,,2018,staetite solar vic,staetite,staetite,solar,cer_historical_accredited_power_stations.csv
SRPXVC55,Stanhope 5 Solar Project - Solar - VIC,VIC,8.2134,3623,Solar,2021-11-04,Unsuspended,0,,2021,stanhope 5 solar project solar vic,stanhope 5 solar project,stanhope 5,solar,cer_historical_accredited_power_stations.csv
SRPVVCP2,Stanhope Solar Project - Solar - VIC,VIC,8.2992,3623,Solar,2019-11-25,Unsuspended,0,,2019,stanhope solar project solar vic,stanhope solar project,stanhope,solar,cer_historical_accredited_power_stations.csv
SRPVVCY8,Stanhope Solar Project No. 2 - Solar - VIC,VIC,8.3241,3623,Solar,2020-12-02,Unsuspended,0,,2020,stanhope solar project no 2 solar vic,stanhope solar project no 2,stanhope no 2,solar,cer_historical_accredited_power_stations.csv
SRPXVC02,Stanhope Solar Project No. 3 - Solar - VIC,VIC,8.1827,3623,Solar,2020-12-22,Unsuspended,0,,2020,stanhope solar project no 3 solar vic,stanhope solar project no 3,stanhope no 3,solar,cer_historical_accredited_power_stations.csv
SRPXVC03,Stanhope Solar Project No. 4 - Solar - VIC,VIC,8.2611,3623,Solar,2021-01-22,Unsuspended,0,,2021,stanhope solar project no 4 solar vic,stanhope solar project no 4,stanhope no 4,solar,cer_historical_accredited_power_stations.csv
SRPVVCI9,Stockland - The Pines Shopping Centre - Solar - VIC,VIC,0.6434,3109,Solar,2019-05-01,Unsuspended,0,,2019,stockland the pines shopping centre solar vic,stockland the pines shopping centre,stockland the pines shopping centre,solar,cer_historical_accredited_power_stations.csv
SRPVVCC2,Stockland Mall Traralgon - Solar - VIC,VIC,0.5001,3844,Solar,2018-07-27,Unsuspended,0,,2018,stockland mall traralgon solar vic,stockland mall traralgon,stockland mall traralgon,solar,cer_historical_accredited_power_stations.csv
SRPVVCH2,Stockland Mall Wendouree - Solar - VIC,VIC,1.2932,3355,Solar,2019-03-14,Unsuspended,0,,2019,stockland mall wendouree solar vic,stockland mall wendouree,stockland mall wendouree,solar,cer_historical_accredited_power_stations.csv
SRPVVCI7,Stockland Point Cook - Solar - VIC,VIC,1.5126,3030,Solar,2019-04-18,Unsuspended,0,,2019,stockland point cook solar vic,stockland point cook,stockland point cook,solar,cer_historical_accredited_power_stations.csv
WD00VC39,Stockyard Hill - Wind - VIC,VIC,531.93,3373,Wind,2020-04-28,Unsuspended,0,,2020,stockyard hill wind vic,stockyard hill,stockyard hill,wind,cer_historical_accredited_power_stations.csv
SRPXVCK0,Sun Spot 3 Pty Ltd - Solar - Vic,VIC,90.099,3635,Solar,2024-05-28,Unsuspended,0,,2024,sun spot 3 pty ltd solar vic,sun spot 3,sun spot 3,solar,cer_historical_accredited_power_stations.csv
SRPVVCR9,Sundown Furniture Derrimut - Solar - VIC,VIC,0.1999,3026,Solar,2020-03-05,Unsuspended,0,,2020,sundown furniture derrimut solar vic,sundown furniture derrimut,sundown furniture derrimut,solar,cer_historical_accredited_power_stations.csv
SRPVVC37,Sunshine Plaza,VIC,1.044,3020,Solar,2016-10-13,Unsuspended,0,,2016,sunshine plaza,sunshine plaza,sunshine plaza,solar,cer_historical_accredited_power_stations.csv
SRPVVCL7,Swan Hill Abattoir Solar PV Vic,VIC,1.2727,3585,Solar,2019-07-17,Unsuspended,0,,2019,swan hill abattoir solar pv vic,swan hill abattoir solar pv,swan hill abattoir pv,solar,cer_historical_accredited_power_stations.csv
SRPVVCA3,Swan Hill solar farm Victoria,VIC,19.2827,3585,Solar,2018-05-22,Unsuspended,0,,2018,swan hill solar farm victoria,swan hill solar farm victoria,swan hill victoria,solar,cer_historical_accredited_power_stations.csv
SRPXVCD9,Symbio - Solar - VIC,VIC,0.2998,3023,Solar,2023-06-28,Unsuspended,0,,2023,symbio solar vic,symbio,symbio,solar,cer_historical_accredited_power_stations.csv
SRPVVCC3,Synectix Dandenong South Solar - VIC,VIC,0.3042,3175,Solar,2018-08-01,Unsuspended,0,,2018,synectix dandenong south solar vic,synectix dandenong south solar,synectix dandenong south,solar,cer_historical_accredited_power_stations.csv
SRPVVCJ9,"TIBALDI Centre Road, Clayton - Solar - VIC",VIC,1.0663,3168,Solar,2019-05-10,Unsuspended,0,,2019,tibaldi centre road clayton solar vic,tibaldi centre road clayton,tibaldi centre road clayton,solar,cer_historical_accredited_power_stations.csv
SRPVVC14,TT Steel Solar - VIC,VIC,0.5,3026,Solar,2014-07-25,Unsuspended,0,,2014,tt steel solar vic,tt steel solar,tt steel,solar,cer_historical_accredited_power_stations.csv
SRPVVCS8,Tabulam and Templar Homes for Aged - Solar wSGU - VIC,VIC,0.1995,3153,Solar,2020-04-23,Unsuspended,0,,2020,tabulam and templar homes for aged solar wsgu vic,tabulam and templar homes for aged,tabulam and templar homes for aged,solar,cer_historical_accredited_power_stations.csv
SRPXVC23,Tahbilk Pty Ltd - Solar w/SGU - VIC,VIC,0.1983,3607,Solar,2021-05-14,Unsuspended,0,,2021,tahbilk pty ltd solar w sgu vic,tahbilk,tahbilk,solar,cer_historical_accredited_power_stations.csv
SRPVVCC1,Tanloden - Solar - VIC,VIC,0.2753,3551,Solar,2018-07-30,Unsuspended,0,,2018,tanloden solar vic,tanloden,tanloden,solar,cer_historical_accredited_power_stations.csv
SRPXVCE3,Tasman Foods International - SolarwSGU - VIC,VIC,0.1489,3171,Solar,2024-11-27,Unsuspended,0,,2024,tasman foods international solarwsgu vic,tasman foods international,tasman foods international,solar,cer_historical_accredited_power_stations.csv
SRPVVCF6,Tasty Trucks - Solar - VIC,VIC,0.1598,3156,Solar,2018-11-23,Unsuspended,0,,2018,tasty trucks solar vic,tasty trucks,tasty trucks,solar,cer_historical_accredited_power_stations.csv
SRPXVC04,Tatura Fresh - Solar- VIC,VIC,0.4048,3616,Solar,2020-12-23,Unsuspended,0,,2020,tatura fresh solar vic,tatura fresh,tatura fresh,solar,cer_historical_accredited_power_stations.csv
BEBGVC13,Tatura Sewage Gas VIC,VIC,1.1,3616,Biomass,2007-02-21,Unsuspended,0,,2007,tatura sewage gas vic,tatura sewage gas,tatura sewage gas,bioenergy,cer_historical_accredited_power_stations.csv
SRPXVC54,Tatura Solar Project - Solar - VIC,VIC,8.2134,3616,Solar,2021-11-06,Unsuspended,0,,2021,tatura solar project solar vic,tatura solar project,tatura,solar,cer_historical_accredited_power_stations.csv
SRPXVCN1,"Taylors Road, Dandenong South - Solar - VIC",VIC,1.5,3175,Solar,2024-08-09,Unsuspended,0,,2024,taylors road dandenong south solar vic,taylors road dandenong south,taylors road dandenong south,solar,cer_historical_accredited_power_stations.csv
SRPVVCS6,The Mill Castlemaine Solar wSGU - VIC,VIC,0.2008,3450,Solar,2020-04-28,Unsuspended,0,,2020,the mill castlemaine solar wsgu vic,the mill castlemaine solar wsgu,the mill castlemaine wsgu,solar,cer_historical_accredited_power_stations.csv
SRPVVCS3,The Trustee for Kataria Superannuation Fund-Solar-VIC,VIC,0.2,3175,Solar,2020-03-20,Unsuspended,0,,2020,the trustee for kataria superannuation fund solar vic,the trustee for kataria superannuation fund solar,the trustee for kataria superannuation fund,solar,cer_historical_accredited_power_stations.csv
HYMIVC10,Thomson Hydro Power Station - VIC,VIC,7.45,3825,Hydro,2013-07-15,Unsuspended,0,,2013,thomson hydro power station vic,thomson hydro power station,thomson,hydro,cer_historical_accredited_power_stations.csv
SRPXVCQ7,Timberjack 10 International Square - Solar - VIC,VIC,0.2357,3043,Solar,2025-04-07,Unsuspended,0,,2025,timberjack 10 international square solar vic,timberjack 10 international square,timberjack 10 international square,solar,cer_historical_accredited_power_stations.csv
SRPXVCQ8,Timberjack 11 International Square - Solar - VIC,VIC,0.1732,3043,Solar,2025-04-07,Unsuspended,0,,2025,timberjack 11 international square solar vic,timberjack 11 international square,timberjack 11 international square,solar,cer_historical_accredited_power_stations.csv
SRPXVCQ6,Timberjack Bliss Court Derrimut - Solar - VIC,VIC,0.6201,3026,Solar,2025-04-07,Unsuspended,0,,2025,timberjack bliss court derrimut solar vic,timberjack bliss court derrimut,timberjack bliss court derrimut,solar,cer_historical_accredited_power_stations.csv
SRPVVCN0,Timberwood Panels - Solar - VIC w SGU,VIC,0.2794,3061,Solar,2019-09-14,Unsuspended,0,,2019,timberwood panels solar vic w sgu,timberwood panels,timberwood panels,solar,cer_historical_accredited_power_stations.csv
WD00VC30,Timboon West Wind Farm - VIC,VIC,7.2,3268,Wind,2018-10-18,Unsuspended,0,,2018,timboon west wind farm vic,timboon west wind farm,timboon west,wind,cer_historical_accredited_power_stations.csv
SRPVVC09,Tip Top Butchers Solar - Laverton North - VIC,VIC,0.2028,3026,Solar,2014-01-21,Unsuspended,0,,2014,tip top butchers solar laverton north vic,tip top butchers solar laverton north,tip top butchers laverton north,solar,cer_historical_accredited_power_stations.csv
SRPVVCF8,Todae Solar - Elsum Bayswater North 0.3MW - Solar VIC,VIC,0.3149,3153,Solar,2018-11-15,Unsuspended,0,,2018,todae solar elsum bayswater north 0 3mw solar vic,todae solar elsum bayswater north 0 3mw,todae elsum bayswater north 0 3mw,solar,cer_historical_accredited_power_stations.csv
SRPVVC77,Todae Solar - MDL Scoresby Solar VIC,VIC,0.528,3179,Solar,2018-03-02,Unsuspended,0,,2018,todae solar mdl scoresby solar vic,todae solar mdl scoresby solar,todae mdl scoresby,solar,cer_historical_accredited_power_stations.csv
SRPVVC65,Todae Solar - Nillumbik - Solar - VIC,VIC,0.1245,3088,Solar,2017-12-21,Unsuspended,0,,2017,todae solar nillumbik solar vic,todae solar nillumbik,todae nillumbik,solar,cer_historical_accredited_power_stations.csv
WD00VC02,Toora Wind Farm,VIC,21.0,3962,Wind,2002-05-28,Unsuspended,0,,2002,toora wind farm,toora wind farm,toora,wind,cer_historical_accredited_power_stations.csv
SRPVVC73,Top Cat Installations - Solar - VIC,VIC,0.3116,3061,Solar,2018-02-09,Unsuspended,0,,2018,top cat installations solar vic,top cat installations,top cat installations,solar,cer_historical_accredited_power_stations.csv
SRPVVC22,Toyota Motor Corporation Australia Altona - Solar - VIC,VIC,0.5,3025,Solar,2015-09-02,Unsuspended,0,,2015,toyota motor corporation australia altona solar vic,toyota motor australia altona,toyota motor australia altona,solar,cer_historical_accredited_power_stations.csv
BEBGVC10,Transpacific LFG - Truganina VIC,VIC,8.92,3023,Biomass,2006-02-02,Unsuspended,0,,2006,transpacific lfg truganina vic,transpacific lfg truganina,transpacific lfg truganina,bioenergy,cer_historical_accredited_power_stations.csv
SRPVVCS5,Traralgon Head Office - Solar PV - VIC,VIC,0.2249,3844,Solar,2020-02-13,Unsuspended,0,,2020,traralgon head office solar pv vic,traralgon head office,traralgon head office,solar,cer_historical_accredited_power_stations.csv
