accreditation_code,power_station_name,state,installed_capacity,postcode,fuel_source_s,accreditation_start_date,suspension_status,baseline_mwh,comment,accreditation_start_year,power_station_name_key,power_station_name_canonical,power_station_name_core,fuel_family,source_file
SRPYNSE7,Griffith-Solar-NSW,NSW,7.1568,2680,Solar,2025-08-07,Unsuspended,0,,2025,griffith solar nsw,griffith solar,griffith,solar,cer_historical_accredited_power_stations.csv
SRPVNSN7,GroMor - Solar - NSW,NSW,1.6952,2330,Solar,2019-12-13,Suspended,0,,2019,gromor solar nsw,gromor,gromor,solar,cer_historical_accredited_power_stations.csv
SRPXNSZ7,Grong Grong Solar Farm - Solar - NSW,NSW,1.7545,2652,Solar,2024-09-09,Unsuspended,0,,2024,grong grong solar farm solar nsw,grong grong solar farm,grong grong,solar,cer_historical_accredited_power_stations.csv
SRPXNSB7,Group Energy - West Gosford - Solar - NSW,NSW,0.2002,2250,Solar,2022-12-23,Unsuspended,0,,2022,group energy west gosford solar nsw,group energy west gosford,group west gosford,solar,cer_historical_accredited_power_stations.csv
WD00NS09,Gullen Range Wind and Solar Farm - NSW,NSW,293.8056,2580,Wind,2013-11-25,Unsuspended,0,,2013,gullen range wind and solar farm nsw,gullen range wind and solar farm,gullen range and,wind,cer_historical_accredited_power_stations.csv
SRPYNSC0,Gunnedah 2A Solar Farm - Solar - NSW,NSW,6.048,2380,Solar,2025-05-21,Unsuspended,0,,2025,gunnedah 2a solar farm solar nsw,gunnedah 2a solar farm,gunnedah 2a,solar,cer_historical_accredited_power_stations.csv
SRPXNS25,Gunnedah Solar Farm - Solar - NSW,NSW,153.7767,2380,Solar,2021-06-29,Unsuspended,0,,2021,gunnedah solar farm solar nsw,gunnedah solar farm,gunnedah,solar,cer_historical_accredited_power_stations.csv
WD00NS07,Gunning Wind Farm - NSW,NSW,46.5,2581,Wind,2011-03-23,Unsuspended,0,,2011,gunning wind farm nsw,gunning wind farm,gunning,wind,cer_historical_accredited_power_stations.csv
HY00NS04,Guthega,NSW,80.0,2624,Hydro,2001-04-01,Unsuspended,148386,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,guthega,guthega,guthega,hydro,cer_historical_accredited_power_stations.csv
SRPXNS66,"Gymnasium Road, Macquarie Park - Solar - NSW",NSW,0.36,2113,Solar,2022-02-21,Unsuspended,0,,2022,gymnasium road macquarie park solar nsw,gymnasium road macquarie park,gymnasium road macquarie park,solar,cer_historical_accredited_power_stations.csv
SRPVNSE0,HJ Heinz Solar System - NSW,NSW,0.5002,2650,Solar,2018-08-23,Unsuspended,0,,2018,hj heinz solar system nsw,hj heinz solar system,hj heinz system,solar,cer_historical_accredited_power_stations.csv
SRPYNS68,HMC Capital Marsden Park - Solar - NSW,NSW,0.24,2765,Solar,2025-02-04,Unsuspended,0,,2025,hmc capital marsden park solar nsw,hmc capital marsden park,hmc capital marsden park,solar,cer_historical_accredited_power_stations.csv
SRPYNS69,HMC Glenmore Park Shopping Centre - Solar - NSW,NSW,0.5,2745,Solar,2025-02-06,Unsuspended,0,,2025,hmc glenmore park shopping centre solar nsw,hmc glenmore park shopping centre,hmc glenmore park shopping centre,solar,cer_historical_accredited_power_stations.csv
SRPXNSH6,"HMC Marsden Park, 9 Hollinsworth Rd - Solar - NSW",NSW,0.8244,2765,Solar,2023-05-01,Unsuspended,0,,2023,hmc marsden park 9 hollinsworth rd solar nsw,hmc marsden park 9 hollinsworth rd,hmc marsden park 9 hollinsworth rd,solar,cer_historical_accredited_power_stations.csv
SRPXNSE1,HNELHD Armidale - Solar - NSW,NSW,0.4191,2350,Solar,2024-11-06,Unsuspended,0,,2024,hnelhd armidale solar nsw,hnelhd armidale,hnelhd armidale,solar,cer_historical_accredited_power_stations.csv
SRPXNS60,HNELHD Belmont - Solar - NSW,NSW,0.3758,2280,Solar,2024-11-05,Unsuspended,0,,2024,hnelhd belmont solar nsw,hnelhd belmont,hnelhd belmont,solar,cer_historical_accredited_power_stations.csv
SRPYNS82,HNELHD Tamworth - Solar - NSW,NSW,1.0626,2340,Solar,2025-02-26,Unsuspended,0,,2025,hnelhd tamworth solar nsw,hnelhd tamworth,hnelhd tamworth,solar,cer_historical_accredited_power_stations.csv
SRPVNSF2,HS Wetherill Park 0.2MW - Solar - NSW,NSW,0.1995,2164,Solar,2018-10-09,Unsuspended,0,,2018,hs wetherill park 0 2mw solar nsw,hs wetherill park 0 2mw,hs wetherill park 0 2mw,solar,cer_historical_accredited_power_stations.csv
SRPYNSJ6,HYDRO MAJESTIC HOTEL - SOLAR - NSW,NSW,0.2012,2780,Solar,2025-11-11,Unsuspended,0,,2025,hydro majestic hotel solar nsw,hydro majestic hotel,majestic hotel,solar,cer_historical_accredited_power_stations.csv
SRPXNS04,HammondCare Braeside with SGU - Solar - NSW,NSW,0.3242,2176,Solar,2021-02-17,Unsuspended,0,,2021,hammondcare braeside with sgu solar nsw,hammondcare braeside with sgu,hammondcare braeside with sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNS99,Hammondcare Southwood Solar - NSW,NSW,0.0997,2170,Solar,2018-03-20,Unsuspended,0,,2018,hammondcare southwood solar nsw,hammondcare southwood solar,hammondcare southwood,solar,cer_historical_accredited_power_stations.csv
WD00NS04,Hampton Wind Park,NSW,1.32,2790,Wind,2001-09-07,Unsuspended,0,,2001,hampton wind park,hampton wind park,hampton park,wind,cer_historical_accredited_power_stations.csv
BEBMNS05,Harwood Mill,NSW,4.5,2465,Biomass,2001-08-02,Unsuspended,13677,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,harwood mill,harwood mill,harwood mill,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSL5,Hay Private Irrigation - Solar w SGU - NSW,NSW,0.2022,2711,Solar,2019-10-01,Unsuspended,0,,2019,hay private irrigation solar w sgu nsw,hay private irrigation,hay private irrigation,solar,cer_historical_accredited_power_stations.csv
SRPVNSS9,Hay Solar - NSW,NSW,0.3927,2711,Solar,2020-05-21,Suspended,0,,2020,hay solar nsw,hay solar,hay,solar,cer_historical_accredited_power_stations.csv
SRPXNS77,Hebel Somersby - Solar - NSW,NSW,0.703,2250,Solar,2022-05-18,Unsuspended,0,,2022,hebel somersby solar nsw,hebel somersby,hebel somersby,solar,cer_historical_accredited_power_stations.csv
SRPYNSJ7,Hills Super Centre - Solar - NSW,NSW,0.164,2154,Solar,2025-11-13,Unsuspended,0,,2025,hills super centre solar nsw,hills super centre,hills super centre,solar,cer_historical_accredited_power_stations.csv
SRPVNSA6,Hillsong Church Castle Hill Solar - NSW,NSW,0.5942,2153,Solar,2018-04-27,Unsuspended,0,,2018,hillsong church castle hill solar nsw,hillsong church castle hill solar,hillsong church castle hill,solar,cer_historical_accredited_power_stations.csv
SRPXNS22,Hillsong Epi Centre Baulkham Hills - Solar - NSW,NSW,0.351,2153,Solar,2021-05-31,Unsuspended,0,,2021,hillsong epi centre baulkham hills solar nsw,hillsong epi centre baulkham hills,hillsong epi centre baulkham hills,solar,cer_historical_accredited_power_stations.csv
SRPXNS40,Hillston Sun Farm - Solar - NSW,NSW,119.3814,2675,Solar,2021-10-30,Unsuspended,0,,2021,hillston sun farm solar nsw,hillston sun farm,hillston sun,solar,cer_historical_accredited_power_stations.csv
SRPXNSR7,Holbeche Rd Arndell Park - Solar w SGU - NSW,NSW,0.2627,2148,Solar,2024-01-09,Unsuspended,0,,2024,holbeche rd arndell park solar w sgu nsw,holbeche rd arndell park,holbeche rd arndell park,solar,cer_historical_accredited_power_stations.csv
SRPXNSV5,Homart Pharmaceuticals - Rydalmere - Solar w SGU - NSW,NSW,0.3916,2116,Solar,2024-04-17,Unsuspended,0,,2024,homart pharmaceuticals rydalmere solar w sgu nsw,homart pharmaceuticals rydalmere,homart pharmaceuticals rydalmere,solar,cer_historical_accredited_power_stations.csv
SRPYNS19,HomeCo Penrith - Solar - NSW,NSW,0.2604,2750,Solar,2024-10-16,Unsuspended,0,,2024,homeco penrith solar nsw,homeco penrith,homeco penrith,solar,cer_historical_accredited_power_stations.csv
SRPVNS02,Homebush Photovoltaic Power Station,NSW,0.0112,2140,Solar,2001-04-01,Suspended,0,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,homebush photovoltaic power station,homebush photovoltaic power station,homebush photovoltaic,solar,cer_historical_accredited_power_stations.csv
SRPVNSY5,Hornsby Hospital Solar PV NSW,NSW,0.8653,2077,Solar,2020-12-15,Unsuspended,0,,2020,hornsby hospital solar pv nsw,hornsby hospital solar pv,hornsby hospital pv,solar,cer_historical_accredited_power_stations.csv
BEBLNS02,Hume Highway Woomargama Biodiesel - NSW,NSW,0.6,2644,Biomass,2011-03-20,Suspended,0,,2011,hume highway woomargama biodiesel nsw,hume highway woomargama biodiesel,hume highway woomargama biodiesel,bioenergy,cer_historical_accredited_power_stations.csv
HY00NS01,Hume Power Station,NSW,58.0,2640,Hydro,2001-04-01,Unsuspended,222902,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,hume power station,hume power station,hume,hydro,cer_historical_accredited_power_stations.csv
SRPYNS04,Hunter Parking and Storage - Solar - NSW,NSW,0.2992,2300,Solar,2024-09-11,Unsuspended,0,,2024,hunter parking and storage solar nsw,hunter parking and storage,hunter parking and storage,solar,cer_historical_accredited_power_stations.csv
BEBGNS29,Hunter Water Cessnock Cogeneration - Sewage Gas - NSW,NSW,0.065,2325,Biomass,2014-07-21,Unsuspended,0,,2014,hunter water cessnock cogeneration sewage gas nsw,hunter water cessnock cogeneration sewage gas,hunter water cessnock cogeneration sewage gas,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSK6,HunterDouglasLtd-Rydalmere - Solar - NSW,NSW,0.8004,2116,Solar,2019-08-05,Unsuspended,0,,2019,hunterdouglasltd rydalmere solar nsw,hunterdouglasltd rydalmere,hunterdouglasltd rydalmere,solar,cer_historical_accredited_power_stations.csv
SRPYNS88,IBIS Care - Solar w SGU - NSW,NSW,0.3232,2223,Solar,2025-03-23,Unsuspended,0,,2025,ibis care solar w sgu nsw,ibis care,ibis care,solar,cer_historical_accredited_power_stations.csv
SRPXNSG3,IGA Walgett - 198.32kW - Solar w SGU - NSW,NSW,0.1983,2832,Solar,2023-04-20,Unsuspended,0,,2023,iga walgett 198 32kw solar w sgu nsw,iga walgett 198 32kw,iga walgett 198 32kw,solar,cer_historical_accredited_power_stations.csv
SRPVNS37,IKEA Marsden Park - Solar - NSW,NSW,0.65,2765,Solar,2015-07-16,Unsuspended,0,,2015,ikea marsden park solar nsw,ikea marsden park,ikea marsden park,solar,cer_historical_accredited_power_stations.csv
SRPVNSB7,IKEA Marsden Park DC Solar - NSW,NSW,0.384,2765,Solar,2018-05-29,Unsuspended,0,,2018,ikea marsden park dc solar nsw,ikea marsden park dc solar,ikea marsden park dc,solar,cer_historical_accredited_power_stations.csv
SRPVNSG0,IKEA Rhodes Solar - NSW,NSW,0.4294,2138,Solar,2018-12-04,Unsuspended,0,,2018,ikea rhodes solar nsw,ikea rhodes solar,ikea rhodes,solar,cer_historical_accredited_power_stations.csv
SRPVNS44,IKEA Tempe - Solar - NSW,NSW,0.99,2044,Solar,2015-12-08,Unsuspended,0,,2015,ikea tempe solar nsw,ikea tempe,ikea tempe,solar,cer_historical_accredited_power_stations.csv
SRPYNS79,ISLHD Shoalhaven Hospital - Solar - NSW,NSW,0.5,2541,Solar,2025-02-17,Unsuspended,0,,2025,islhd shoalhaven hospital solar nsw,islhd shoalhaven hospital,islhd shoalhaven hospital,solar,cer_historical_accredited_power_stations.csv
SRPYNS65,ISLHD-Bulli Hospital - Solar - NSW,NSW,0.2805,2516,Solar,2025-01-13,Unsuspended,0,,2025,islhd bulli hospital solar nsw,islhd bulli hospital,islhd bulli hospital,solar,cer_historical_accredited_power_stations.csv
SRPYNS29,ISPT - Greystanes Industrial Park WH1 - Solar - NSW,NSW,1.0001,2145,Solar,2024-11-18,Unsuspended,0,,2024,ispt greystanes industrial park wh1 solar nsw,ispt greystanes industrial park wh1,ispt greystanes industrial park wh1,solar,cer_historical_accredited_power_stations.csv
SRPYNS30,ISPT - Greystanes Industrial Park WH3 - Solar - NSW,NSW,0.2997,2145,Solar,2024-11-18,Unsuspended,0,,2024,ispt greystanes industrial park wh3 solar nsw,ispt greystanes industrial park wh3,ispt greystanes industrial park wh3,solar,cer_historical_accredited_power_stations.csv
SRPYNSH4,ISPT - Greystanes Industrial Park WH6 - Solar - NSW,NSW,1.0001,2145,Solar,2025-09-23,Unsuspended,0,,2025,ispt greystanes industrial park wh6 solar nsw,ispt greystanes industrial park wh6,ispt greystanes industrial park wh6,solar,cer_historical_accredited_power_stations.csv
SRPVNSM0,"ISPT Avoca Drive, Kincumber - Solar - NSW",NSW,0.2847,2251,Solar,2019-10-29,Unsuspended,0,,2019,ispt avoca drive kincumber solar nsw,ispt avoca drive kincumber,ispt avoca drive kincumber,solar,cer_historical_accredited_power_stations.csv
SRPVNSN2,"ISPT Baylis St, Wagga Wagga - Solar - NSW - SGU",NSW,0.8253,2650,Solar,2019-12-11,Unsuspended,0,,2019,ispt baylis st wagga wagga solar nsw sgu,ispt baylis st wagga wagga,ispt baylis st wagga wagga,solar,cer_historical_accredited_power_stations.csv
SRPXNSZ5,ISPT Fletcher Village - Solar w SGU - NSW,NSW,0.1496,2287,Solar,2024-08-28,Unsuspended,0,,2024,ispt fletcher village solar w sgu nsw,ispt fletcher village,ispt fletcher village,solar,cer_historical_accredited_power_stations.csv
SRPVNSL6,"ISPT John St, Warners Bay - Solar - NSW",NSW,0.2004,2282,Solar,2019-10-02,Unsuspended,0,,2019,ispt john st warners bay solar nsw,ispt john st warners bay,ispt john st warners bay,solar,cer_historical_accredited_power_stations.csv
SRPXNS46,"ISPT Kookaburra Road, Prestons - Solar - NSW",NSW,0.3049,2170,Solar,2022-02-09,Unsuspended,0,,2022,ispt kookaburra road prestons solar nsw,ispt kookaburra road prestons,ispt kookaburra road prestons,solar,cer_historical_accredited_power_stations.csv
SRPVNSN1,"ISPT March St, Richmond - Solar - NSW - SGU",NSW,0.4733,2753,Solar,2019-12-09,Unsuspended,0,,2019,ispt march st richmond solar nsw sgu,ispt march st richmond,ispt march st richmond,solar,cer_historical_accredited_power_stations.csv
SRPVNSR4,"ISPT White Cross Rd, Winmalee - Solar - NSW",NSW,0.2901,2777,Solar,2020-05-12,Unsuspended,0,,2020,ispt white cross rd winmalee solar nsw,ispt white cross rd winmalee,ispt white cross rd winmalee,solar,cer_historical_accredited_power_stations.csv
SRPXNS48,"ISPT Wrights Rd, Kellyville - Solar - NSW",NSW,0.4563,2155,Solar,2022-04-28,Unsuspended,0,,2022,ispt wrights rd kellyville solar nsw,ispt wrights rd kellyville,ispt wrights rd kellyville,solar,cer_historical_accredited_power_stations.csv
HYMINS06,Illawarra Water Filtration Plant,NSW,6.5,2526,Hydro,2001-12-11,Unsuspended,22555,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,illawarra water filtration plant,illawarra water filtration plant,illawarra water filtration,hydro,cer_historical_accredited_power_stations.csv
SRPVNSB9,Impact International Smithfield Solar - NSW,NSW,0.3999,2164,Solar,2018-06-12,Unsuspended,0,,2018,impact international smithfield solar nsw,impact international smithfield solar,impact international smithfield,solar,cer_historical_accredited_power_stations.csv
SRPVNSF5,Inaburra School - Solar w SGU - NSW,NSW,0.2896,2234,Solar,2018-10-30,Unsuspended,0,,2018,inaburra school solar w sgu nsw,inaburra school,inaburra school,solar,cer_historical_accredited_power_stations.csv
SRPVNS94,Ingleburn Stage 1 - Solar - NSW,NSW,0.356,2565,Solar,2018-02-08,Unsuspended,0,,2018,ingleburn stage 1 solar nsw,ingleburn stage 1,ingleburn stage 1,solar,cer_historical_accredited_power_stations.csv
SRPYNS38,Inglis (4311292319) - Solar w SGU - NSW,NSW,0.2227,2170,Solar,2024-11-22,Unsuspended,0,,2024,inglis 4311292319 solar w sgu nsw,inglis 4311292319,inglis 4311292319,solar,cer_historical_accredited_power_stations.csv
SRPYNS40,Inglis (4311292321) - Solar w SGU - NSW,NSW,0.2227,2170,Solar,2024-11-26,Unsuspended,0,,2024,inglis 4311292321 solar w sgu nsw,inglis 4311292321,inglis 4311292321,solar,cer_historical_accredited_power_stations.csv
SRPXNSR6,Interfine Investments Pty Ltd - 384kW - Solar - NSW,NSW,0.384,2086,Solar,2023-12-22,Unsuspended,0,,2023,interfine investments pty ltd 384kw solar nsw,interfine investments 384kw,interfine investments 384kw,solar,cer_historical_accredited_power_stations.csv
SRPXNSR3,Interfine Investments Pty Ltd - 416kW - Solar - NSW,NSW,0.416,2086,Solar,2023-12-14,Unsuspended,0,,2023,interfine investments pty ltd 416kw solar nsw,interfine investments 416kw,interfine investments 416kw,solar,cer_historical_accredited_power_stations.csv
SRPXNSJ6,JDJB Cobb Highway - Solar w SGU - NSW,NSW,0.1342,2710,Solar,2022-10-20,Unsuspended,0,,2022,jdjb cobb highway solar w sgu nsw,jdjb cobb highway,jdjb cobb highway,solar,cer_historical_accredited_power_stations.csv
BEBGNS03,Jacks Gully,NSW,2.3,2570,Biomass,2001-05-25,Unsuspended,0,,2001,jacks gully,jacks gully,jacks gully,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSX6,Jaycar 799.68KW - Solar - NSW,NSW,0.7997,2766,Solar,2020-12-03,Unsuspended,0,,2020,jaycar 799 68kw solar nsw,jaycar 799 68kw,jaycar 799 68kw,solar,cer_historical_accredited_power_stations.csv
SRPVNSW3,Jemalong Solar Project - Solar PV - NSW,NSW,61.4372,2871,Solar,2020-12-07,Unsuspended,0,,2020,jemalong solar project solar pv nsw,jemalong solar project,jemalong,solar,cer_historical_accredited_power_stations.csv
HYMINS10,Jindabyne Dam Mini Hydro,NSW,1.1,2627,Hydro,2007-02-12,Unsuspended,0,,2007,jindabyne dam mini hydro,jindabyne dam mini hydro,jindabyne dam mini,hydro,cer_historical_accredited_power_stations.csv
SRPXNS72,John Hunter Hospital 2398.5kW - Solar w SGU - NSW,NSW,2.3985,2305,Solar,2022-03-28,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES).,2022,john hunter hospital 2398 5kw solar w sgu nsw,john hunter hospital 2398 5kw,john hunter hospital 2398 5kw,solar,cer_historical_accredited_power_stations.csv
SRPVNS18,Johnson & Johnson Medical North Ryde Solar - NSW,NSW,0.0924,2150,Solar,2011-10-12,Suspended,0,,2011,johnson and johnson medical north ryde solar nsw,johnson and johnson medical north ryde solar,johnson and johnson medical north ryde,solar,cer_historical_accredited_power_stations.csv
HY00NS13,Jounama Hydro - NSW,NSW,14.4,2720,Hydro,2009-12-21,Unsuspended,0,,2009,jounama hydro nsw,jounama hydro,jounama,hydro,cer_historical_accredited_power_stations.csv
SRPXNSI7,Junee Prime Lamb Solar Farm NSW,NSW,2.3184,2663,Solar,2023-07-02,Unsuspended,0,,2023,junee prime lamb solar farm nsw,junee prime lamb solar farm,junee prime lamb,solar,cer_historical_accredited_power_stations.csv
SRPXNS09,Junee Solar Farm - Solar PV - NSW,NSW,39.3993,2663,Solar,2021-07-16,Unsuspended,0,,2021,junee solar farm solar pv nsw,junee solar farm,junee,solar,cer_historical_accredited_power_stations.csv
SRPVNSK1,KANOWNA SOLAR NSW,NSW,8.9856,2400,Solar,2019-08-01,Unsuspended,0,,2019,kanowna solar nsw,kanowna solar,kanowna,solar,cer_historical_accredited_power_stations.csv
SRPXNSA9,Karangi WTP - Solar - NSW,NSW,0.4925,2450,Solar,2022-10-26,Unsuspended,0,,2022,karangi wtp solar nsw,karangi wtp,karangi wtp,solar,cer_historical_accredited_power_stations.csv
HYMINS04,Keepit Power Station,NSW,7.2,2340,Hydro,2001-04-01,Unsuspended,11189,This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,2001,keepit power station,keepit power station,keepit,hydro,cer_historical_accredited_power_stations.csv
SRPXNSK4,Kemps Creek Witron System - Solar - NSW,NSW,3.5,2178,Solar,2023-07-24,Suspended,0,,2023,kemps creek witron system solar nsw,kemps creek witron system,kemps creek witron system,solar,cer_historical_accredited_power_stations.csv
SRPYNS90,Kerarbury Station Almond Orchard - Solar - NSW,NSW,6.0037,2706,Solar,2025-03-27,Unsuspended,0,,2025,kerarbury station almond orchard solar nsw,kerarbury station almond orchard,kerarbury almond orchard,solar,cer_historical_accredited_power_stations.csv
BEBGNS15,Kincumber LFG - NSW,NSW,1.064,2251,Biomass,2008-06-01,Suspended,0,,2008,kincumber lfg nsw,kincumber lfg,kincumber lfg,bioenergy,cer_historical_accredited_power_stations.csv
SRPYNS60,Kingspan Insulated Panels Pty Limited - Solar w SGU - NSW,NSW,0.1601,2760,Solar,2024-12-20,Unsuspended,0,,2024,kingspan insulated panels pty limited solar w sgu nsw,kingspan insulated panels,kingspan insulated panels,solar,cer_historical_accredited_power_stations.csv
SRPXNS79,Kitchen Group Solar PV NSW,NSW,0.5787,2250,Solar,2022-05-02,Unsuspended,0,,2022,kitchen group solar pv nsw,kitchen group solar pv,kitchen group pv,solar,cer_historical_accredited_power_stations.csv
SRPYNSG0,Knox Great Hall - Solar - NSW,NSW,0.3575,2076,Solar,2025-08-15,Unsuspended,0,,2025,knox great hall solar nsw,knox great hall,knox great hall,solar,cer_historical_accredited_power_stations.csv
SRPYNSG1,Knox JAPAC - Solar - NSW,NSW,0.1507,2076,Solar,2025-08-15,Unsuspended,0,,2025,knox japac solar nsw,knox japac,knox japac,solar,cer_historical_accredited_power_stations.csv
SRPVNS14,Kogarah Town Square PV,NSW,0.0184,2217,Solar,2004-02-18,Suspended,0,,2004,kogarah town square pv,kogarah town square pv,kogarah town square pv,solar,cer_historical_accredited_power_stations.csv
WD00NS01,Kooragang Island Wind Turbine,NSW,0.6,2304,Wind,2001-04-01,Suspended,0,,2001,kooragang island wind turbine,kooragang island wind turbine,kooragang island turbine,wind,cer_historical_accredited_power_stations.csv
SRPYNSA5,Kootingal Solar Farm - Solar - NSW,NSW,6.048,2352,Solar,2025-04-28,Unsuspended,0,,2025,kootingal solar farm solar nsw,kootingal solar farm,kootingal,solar,cer_historical_accredited_power_stations.csv
SRPXNS83,Kurri Kurri WWTW - Solar - NSW,NSW,0.3024,2326,Solar,2022-05-26,Unsuspended,0,,2022,kurri kurri wwtw solar nsw,kurri kurri wwtw,kurri kurri wwtw,solar,cer_historical_accredited_power_stations.csv
SRPXNS35,LAKE CARGELLIGO - Solar w/sgu- NSW,NSW,0.2214,2672,Solar,2021-08-25,Unsuspended,0,,2021,lake cargelligo solar w sgu nsw,lake cargelligo,lake cargelligo,solar,cer_historical_accredited_power_stations.csv
SRPXNSE2,LHI - Solar w Battery - NSW,NSW,1.3347,2898,Solar,2023-02-16,Unsuspended,0,,2023,lhi solar w battery nsw,lhi,lhi,solar,cer_historical_accredited_power_stations.csv
SRPVNS84,LMCC - Works Depot Power Station - Solar NSW,NSW,0.1569,2284,Solar,2017-11-30,Unsuspended,0,,2017,lmcc works depot power station solar nsw,lmcc works depot power station,lmcc works depot,solar,cer_historical_accredited_power_stations.csv
SRPVNS41,LMCC Administrative Centre - Solar - NSW,NSW,0.3763,2284,Solar,2015-11-12,Unsuspended,0,,2015,lmcc administrative centre solar nsw,lmcc administrative centre,lmcc administrative centre,solar,cer_historical_accredited_power_stations.csv
SRPXNSS0,Lake Edge Resort- Solar W SGU- NSW,NSW,0.1723,2647,Solar,2024-01-16,Unsuspended,0,,2024,lake edge resort solar w sgu nsw,lake edge resort solar w sgu,lake edge resort w sgu,solar,cer_historical_accredited_power_stations.csv
SRPVNSM1,Lake Macquarie Fair - Solar - NSW,NSW,0.2508,2290,Solar,2019-10-22,Unsuspended,0,,2019,lake macquarie fair solar nsw,lake macquarie fair,lake macquarie fair,solar,cer_historical_accredited_power_stations.csv
SRPVNSV9,Lake Macquarie Fair Solar PV NSW,NSW,0.574,2290,Solar,2020-10-23,Unsuspended,0,,2020,lake macquarie fair solar pv nsw,lake macquarie fair solar pv,lake macquarie fair pv,solar,cer_historical_accredited_power_stations.csv
SRPXNSL1,"Lambridge Place, Penrith - Solar w SGU - NSW",NSW,0.3696,2750,Solar,2023-08-04,Unsuspended,0,,2023,lambridge place penrith solar w sgu nsw,lambridge place penrith,lambridge place penrith,solar,cer_historical_accredited_power_stations.csv
SRPYNSE8,Langs Crossing Solar Farm - Solar - NSW,NSW,6.0984,2711,Solar,2025-08-08,Unsuspended,0,,2025,langs crossing solar farm solar nsw,langs crossing solar farm,langs crossing,solar,cer_historical_accredited_power_stations.csv
SRPXNSB1,Latitude Solar Farm - PV Solar + Battery Storage - NSW,NSW,8.8084,2409,Solar,2022-10-13,Unsuspended,0,,2022,latitude solar farm pv solar battery storage nsw,latitude solar farm pv solar battery storage,latitude pv storage,solar,cer_historical_accredited_power_stations.csv
SRPVNSW5,Leeton SF - Solar - NSW,NSW,7.261,2705,Solar,2021-05-17,Unsuspended,0,,2021,leeton sf solar nsw,leeton sf,leeton sf,solar,cer_historical_accredited_power_stations.csv
SRPYNS39,Leppington - Solar - NSW,NSW,0.732,2179,Solar,2024-11-22,Unsuspended,0,,2024,leppington solar nsw,leppington,leppington,solar,cer_historical_accredited_power_stations.csv
SRPXNS53,Leppington Railway Station - Solar - NSW,NSW,0.6938,2179,Solar,2021-11-16,Unsuspended,0,,2021,leppington railway station solar nsw,leppington railway station,leppington railway,solar,cer_historical_accredited_power_stations.csv
BEBGNS34,Lidcombe Brewery - Biogas cogeneration - NSW,NSW,2.0,2141,Biomass,2019-03-04,Unsuspended,0,,2019,lidcombe brewery biogas cogeneration nsw,lidcombe brewery biogas cogeneration,lidcombe brewery biogas cogeneration,bioenergy,cer_historical_accredited_power_stations.csv
BEBMNS01,Liddell Power Station,NSW,2000.0,2333,Biomass,2001-04-01,Suspended,0,The capacity for this power station is not counted towards accredited capacity in the RET.,2001,liddell power station,liddell power station,liddell,bioenergy,cer_historical_accredited_power_stations.csv
SRPVNSF7,Lifestyle Working Brookvale Solar - NSW,NSW,0.2007,2100,Solar,2018-10-31,Unsuspended,0,,2018,lifestyle working brookvale solar nsw,lifestyle working brookvale solar,lifestyle working brookvale,solar,cer_historical_accredited_power_stations.csv
SRPVNSM9,Limondale Sun Farm 1 - Solar - NSW,NSW,306.0205,2715,Solar,2019-12-02,Unsuspended,0,,2019,limondale sun farm 1 solar nsw,limondale sun farm 1,limondale sun 1,solar,cer_historical_accredited_power_stations.csv
SRPVNSL1,Limondale Sun Farm 2 - Solar - NSW,NSW,42.853,2715,Solar,2019-08-29,Unsuspended,0,,2019,limondale sun farm 2 solar nsw,limondale sun farm 2,limondale sun 2,solar,cer_historical_accredited_power_stations.csv
SRPXNS76,Lindisfarne Mahers Lane - Solar - NSW,NSW,0.3308,2486,Solar,2022-04-22,Unsuspended,0,,2022,lindisfarne mahers lane solar nsw,lindisfarne mahers lane,lindisfarne mahers lane,solar,cer_historical_accredited_power_stations.csv
SRPXNSU0,Lindsay Australia Erskine Park - Solar w SGU - NSW,NSW,0.5351,2759,Solar,2024-03-06,Unsuspended,0,,2024,lindsay australia erskine park solar w sgu nsw,lindsay australia erskine park,lindsay australia erskine park,solar,cer_historical_accredited_power_stations.csv
SRPYNS56,Lindt & Sprungli (Australia) Pty Ltd - 1017.9kW - Solar w SGU - NSW,NSW,1.0179,2765,Solar,2024-12-17,Unsuspended,0,,2024,lindt and sprungli australia pty ltd 1017 9kw solar w sgu nsw,lindt and sprungli australia 1017 9kw,lindt and sprungli australia 1017 9kw,solar,cer_historical_accredited_power_stations.csv
